Transcript/RepeatID (cmd=analyzeRepeats.pl rna hg19 -count pausing -condenseGenes -norm 1e6 -d /research/fangyitong/Project2022/wj_dpnIdpnII/GEOdata_newRNA/rawdata/tagdir/)	chr	start	end	strand	Length	Copies	Annotation/Divergence	/research/fangyitong/Project2022/wj_dpnIdpnII/GEOdata_newRNA/rawdata/tagdir/ Pausing Ratio	/research/fangyitong/Project2022/wj_dpnIdpnII/GEOdata_newRNA/rawdata/tagdir/ Promoter Reads (-50,200)	/research/fangyitong/Project2022/wj_dpnIdpnII/GEOdata_newRNA/rawdata/tagdir/ GeneBody Reads (200,5000)
NM_001293626	chr7	141811468	141816518	+	250.0	1	MGAM2|-|-|7q34|protein-coding	1.000	0.000	0.000
NM_001281732	chr3	48667894	48672944	-	250.0	1	SLC26A6|-|-|3p21.31|protein-coding	2.194	2.530	20.768
NM_021649	chr5	114933176	114938226	-	250.0	1	TICAM2|MyD88-4|TICAM-2|TIRAP3|TIRP|TRAM|-|5q22.3|protein-coding	1.177	0.211	3.057
NM_001370180	chr4	156129738	156134788	+	250.0	1	NPY2R|NPY2-R|-|4q32.1|protein-coding	1.000	0.000	0.000
NR_126417	chr6	41508981	41514031	-	250.0	1	FOXP4-AS1|-|-|6p21.1|ncRNA	1.407	0.316	3.584
NR_046728	chr3	113122795	113127845	+	250.0	1	CFAP44-AS1|WDR52-AS1|-|3q13.2|ncRNA	2.331	0.316	1.160
NR_135134	chr9	31376488	31381538	-	250.0	1	LINC01243|-|-|9p21.1|ncRNA	0.960	0.000	0.105
NM_148961	chr2	241075075	241080125	-	250.0	1	OTOS|OTOSP|-|2q37.3|protein-coding	0.276	0.000	6.641
NR_002922	chr5	111497132	111502182	+	250.0	1	SNORA13|ACA13|-|5q22.1|snoRNA	32.569	31.521	16.129
NM_000715	chr1	207277528	207282578	+	250.0	1	C4BPA|C4BP|PRP|-|1q32.2|protein-coding	1.000	0.000	0.000
NM_001288616	chr15	99786430	99791480	-	250.0	1	TTC23|HCC-8|-|15q26.3|protein-coding	10.772	4.955	6.536
NM_001308175	chr5	171876527	171881577	-	250.0	1	SH3PXD2B|FAD49|FTHS|HOFI|KIAA1295|TKS4|TSK4|-|5q35.1|protein-coding	4.126	1.160	3.479
NM_001128619	chr7	135657107	135662157	-	250.0	1	LUZP6|MPD6|MTPNUT|-|7q33|protein-coding	10.549	4.849	6.536
NM_003141	chr11	4409932	4414982	-	250.0	1	TRIM21|RNF81|RO52|Ro/SSA|SSA|SSA1|-|11p15.4|protein-coding	0.960	0.000	0.105
NM_001329595	chr17	39991887	39996937	+	250.0	1	KLHL10|SPGF11|-|17q21.2|protein-coding	2.081	1.160	9.382
NM_003998	chr4	103422466	103427516	+	250.0	1	NFKB1|CVID12|EBP-1|KBF1|NF-kB1|NF-kappa-B1|NF-kappaB|NFKB-p105|NFKB-p50|NFkappaB|p105|p50|-|4q24|protein-coding	2.245	0.633	4.006
NM_080840	chr20	2854092	2859142	+	250.0	1	PTPRA|HEPTP|HLPR|HPTPA|HPTPalpha|LRP|PTPA|PTPRL2|R-PTP-alpha|RPTPA|-|20p13|protein-coding	4.910	2.214	6.641
NM_014970	chr1	170038836	170043886	-	250.0	1	KIFAP3|FLA3|KAP-1|KAP-3|KAP3|SMAP|Smg-GDS|dJ190I16.1|-|1q24.2|protein-coding	11.550	1.898	0.843
NM_012164	chr9	123550694	123555744	-	250.0	1	FBXW2|FBW2|Fwd2|Md6|-|9q33.2|protein-coding	1.957	1.265	11.175
NM_006717	chr9	91003309	91008359	+	250.0	1	SPIN1|SPIN|TDRD24|-|9q22.1|protein-coding	1.968	0.949	8.012
NM_004128	chr13	45694595	45699645	+	250.0	1	GTF2F2|BTF4|RAP30|TF2F2|TFIIF|-|13q14.12-q14.13|protein-coding	13.353	3.901	3.268
NR_102703	chrX	149020779	149025829	-	250.0	1	MAGEA8-AS1|-|-|Xq28|ncRNA	1.000	0.000	0.000
NM_014239	chr14	75469574	75474624	+	250.0	1	EIF2B2|EIF-2Bbeta|EIF2B|-|14q24.3|protein-coding	3.145	1.370	6.641
NM_017436	chr22	43111876	43116926	-	250.0	1	A4GALT|A14GALT|A4GALT1|Gb3S|P(k)|P1|P1PK|PK|-|22q13.2|protein-coding	1.950	0.211	0.843
NM_001172828	chr1	29063402	29068452	+	250.0	1	YTHDF2|CAHL|HGRG8|NY-REN-2|-|1p35.3|protein-coding	3.663	4.111	19.714
NM_020366	chr14	21756086	21761136	+	250.0	1	RPGRIP1|CORD13|LCA6|RGI1|RGRIP|RPGRIP|RPGRIP1d|-|14q11.2|protein-coding	0.960	0.000	0.105
NM_001145463	chr19	38801587	38806637	-	250.0	1	YIF1B|FinGER8|-|19q13.2|protein-coding	5.856	1.476	2.741
NR_120541	chr11	68779772	68784822	+	250.0	1	MRGPRF-AS1|-|-|11q13.3|ncRNA	1.000	0.000	0.000
NR_002731	chr7	123454143	123459193	+	250.0	1	HYAL6P|HYAL6|HYALP1|-|7q31.32|pseudo	1.000	0.000	0.000
NM_019069	chr3	122129909	122134959	-	250.0	1	WDR5B|-|-|3q21.1|protein-coding	4.011	1.476	5.166
NM_001311199	chr11	77343851	77348901	-	250.0	1	CLNS1A|CLCI|CLNS1B|ICln|-|11q14.1|protein-coding	13.592	6.958	7.485
NM_002220	chr15	41786022	41791072	+	250.0	1	ITPKA|IP3-3KA|IP3KA|-|15q15.1|protein-coding	1.200	0.105	1.265
NR_147181	chr15	53408512	53413562	+	250.0	1	LINC02490|-|-|15q21.3|ncRNA	1.000	0.000	0.000
NM_144636	chr3	14161370	14166420	-	250.0	1	CHCHD4|MIA40|TIMM40|-|3p25.1|protein-coding	2.544	1.265	8.012
NR_003573	chr9	33624173	33629223	+	250.0	1	ANXA2P2|ANX2L2|ANX2P2|LPC2B|-|9p13.3|pseudo	4.800	0.738	0.949
NM_001282442	chr16	68044814	68049864	-	250.0	1	DPEP2NB|-|-|16q22.1|protein-coding	1.662	0.105	0.211
NR_120345	chr15	68126217	68131267	-	250.0	1	LOC101929076|-|-|15q23|ncRNA	0.828	0.000	0.527
NM_001199779	chr1	36102127	36107177	-	250.0	1	PSMB2|HC7-I|-|1p34.3|protein-coding	16.543	4.955	3.373
NM_144682	chr17	33770785	33775835	-	250.0	1	SLFN13|SLFN10|hSLFN13|-|17q12|protein-coding	1.000	0.000	0.000
NR_029663	chr3	160122326	160127376	+	250.0	1	MIR15B|MIRN15B|hsa-mir-15b|miR-15b|-|3q25.33|ncRNA	1.961	0.633	4.955
NM_173842	chr2	113885125	113890175	+	250.0	1	IL1RN|DIRA|ICIL-1RA|IL-1RN|IL-1ra|IL-1ra3|IL1F3|IL1RA|IRAP|MVCD4|-|2q14.1|protein-coding	1.000	0.000	0.000
NM_006918	chr11	121163430	121168480	+	250.0	1	SC5D|ERG3|S5DES|SC5DL|-|11q23.3-q24.1|protein-coding	8.571	3.163	4.849
NR_126347	chr1	187061924	187066974	+	250.0	1	LINC01036|-|-|1q31.1|ncRNA	0.923	0.000	0.211
NR_003353	chr15	25484935	25489985	+	250.0	1	SNORD115-38|HBII-52-38|-|15q11.2|snoRNA	1.000	0.000	0.000
NM_003797	chr11	85955745	85960795	+	250.0	1	EED|COGIS|HEED|WAIT1|-|11q14.2|protein-coding	5.231	2.425	6.852
NM_001070	chr17	40761651	40766701	+	250.0	1	TUBG1|CDCBM4|GCP-1|TUBG|TUBGCP1|-|17q21.2|protein-coding	3.273	2.636	13.705
NR_036250	chr8	28357699	28362749	-	250.0	1	MIR4288|-|-|8p21.1|ncRNA	0.649	0.000	1.370
NM_001079900	chrX	47867089	47872139	+	250.0	2	SPACA5B|LYZL5B|-|Xp11.23|protein-coding	1.000	0.000	0.000
NR_121197	chr1	174123425	174128475	-	250.0	1	RABGAP1L-DT|-|-|1q25.1|ncRNA	2.550	0.316	0.843
NM_001243747	chr11	43333496	43338546	+	250.0	1	API5|AAC-11|AAC11|-|11p12|protein-coding	12.035	4.428	4.744
NM_001033564	chr6	112408744	112413794	+	250.0	1	FAM229B|C6orf225|-|6q21|protein-coding	9.120	1.370	0.633
NR_037909	chr10	99047430	99052480	-	250.0	1	ARHGAP19-SLIT1|ARHGAP19|-|10q24.1|ncRNA	3.675	1.160	4.217
NR_146781	chr9	90168319	90173369	+	250.0	1	DAPK1-IT1|-|-|9q21.33|ncRNA	0.939	0.105	2.319
NM_001311	chr14	105953173	105958223	+	250.0	1	CRIP1|CRHP|CRIP|CRP-1|CRP1|-|14q32.33|protein-coding	0.270	0.000	6.852
NR_145798	chr6	158743964	158749014	+	250.0	1	SNORA116|-|-|6q25.3|snoRNA	3.438	1.265	5.271
NM_001083606	chr9	98264709	98269759	-	250.0	1	PTCH1|BCNS|NBCCS|PTC|PTC1|PTCH|-|9q22.32|protein-coding	2.306	0.843	5.587
NR_107006	chr1	108439795	108444845	+	250.0	1	MIR7852|hsa-mir-7852|-|1p13.3|ncRNA	0.923	0.000	0.211
NR_110759	chr19	29213601	29218651	-	250.0	1	LOC100420587|-|-|19q12|pseudo	1.000	0.000	0.000
NM_022051	chr1	231555790	231560840	-	250.0	1	EGLN1|C1orf12|ECYT3|HALAH|HIF-PH2|HIFPH2|HPH-2|HPH2|PHD2|SM20|ZMYND6|-|1q42.2|protein-coding	0.145	0.000	14.970
NM_032906	chr4	89439927	89444977	-	250.0	1	PYURF|PREY|-|4q22.1|protein-coding	3.789	2.636	11.491
NM_207401	chr1	247270719	247275769	-	250.0	1	C1orf229|-|-|1q44|protein-coding	1.560	0.211	1.687
NM_001083899	chr19	55544632	55549682	-	250.0	1	GP6|BDPLT11|GPIV|GPVI|-|19q13.42|protein-coding	2.400	0.316	1.054
NM_003442	chr11	9482509	9487559	+	250.0	1	ZNF143|SBF|STAF|pHZ-1|-|11p15.4|protein-coding	8.141	4.428	8.223
NR_038331	chr4	147038065	147043115	-	250.0	1	LINC01095|-|-|4q31.22|ncRNA	1.000	0.000	0.000
NM_001135911	chr22	31683520	31688570	-	250.0	1	PIK3IP1|HGFL|TrIP|hHGFL(S)|-|22q12.2|protein-coding	2.732	0.843	4.322
NR_003084	chr12	54410622	54415672	+	250.0	1	HOXC5|CP11|HOX3|HOX3D|-|12q13.13|protein-coding	1.027	1.160	21.611
NM_001252335	chr15	57668653	57673703	+	250.0	1	CGNL1|JACOP|PCING|-|15q21.3|protein-coding	2.814	0.316	0.527
NM_206963	chr3	158445246	158450296	-	250.0	1	RARRES1|LXNL|PERG-1|TIG1|-|3q25.32|protein-coding	1.943	0.316	1.898
NM_001199080	chr1	53527835	53532885	+	250.0	1	PODN|PCAN|SLRR5A|-|1p32.3|protein-coding	1.000	0.000	0.000
NM_018094	chrX	51486488	51491538	+	250.0	1	GSPT2|ERF3B|GST2|-|Xp11.22|protein-coding	0.960	0.000	0.105
NM_022075	chr1	150942311	150947361	-	250.0	1	CERS2|L3|LASS2|SP260|TMSG1|-|1q21.3|protein-coding	4.890	2.741	8.750
NM_181501	chr5	52083700	52088750	+	250.0	1	ITGA1|CD49a|VLA1|-|5q11.2|protein-coding	3.529	0.527	1.054
NM_001308313	chr3	125687971	125693021	+	250.0	1	ROPN1B|-|-|3q21.2|protein-coding	0.923	0.000	0.211
NR_135306	chr9	93881294	93886344	+	250.0	1	LINC00484|C9orf73|-|9q22.2|ncRNA	0.960	0.000	0.105
NR_040102	chr20	24180353	24185403	+	250.0	1	LINC01721|-|-|20p11.21|ncRNA	1.000	0.000	0.000
NM_001842	chr9	34584722	34589772	-	250.0	1	CNTFR|-|-|9p13.3|protein-coding	2.152	0.211	0.527
NM_001301409	chr15	42565806	42570856	+	250.0	1	GANC|-|-|15q15.1|protein-coding	4.596	1.054	2.425
NM_005390	chr4	96761194	96766244	+	250.0	1	PDHA2|PDHAL|-|4q22.3|protein-coding	1.000	0.000	0.000
NR_038872	chr21	23104639	23109689	-	250.0	1	LINC00317|C21orf117|NCRNA00317|PRED89|-|21q21.1|ncRNA	1.000	0.000	0.000
NM_020884	chr20	33543621	33548671	+	250.0	1	MYH7B|MHC14|MYH14|-|20q11.22|protein-coding	4.950	0.738	0.843
NR_045414	chr4	3071241	3076291	-	250.0	1	HTT-AS|HTT-AS1|HTTAS|-|4p16.3|ncRNA	1.080	0.105	1.687
NM_004725	chr10	124913868	124918918	+	250.0	1	BUB3|BUB3L|hBUB3|-|10q26.13|protein-coding	5.080	3.690	11.913
NM_181538	chr7	99522243	99527293	-	250.0	1	GJC3|CX29|CX30.2|CX31.3|GJE1|-|7q22.1|protein-coding	1.350	0.105	0.843
NR_077061	chr15	95398542	95403592	+	250.0	1	LOC440311|-|-|15q26.2|pseudo	0.500	0.000	2.530
NM_001286174	chr12	22692131	22697181	-	250.0	1	C2CD5|CDP138|KIAA0528|-|12p12.1|protein-coding	2.475	0.738	4.217
NM_015629	chr19	54619084	54624134	+	250.0	1	PRPF31|NY-BR-99|PRP31|RP11|SNRNP61|-|19q13.42|protein-coding	5.378	2.319	6.220
NM_147191	chr10	127459390	127464440	-	250.0	1	MMP21|HTX7|MMP-21|-|10q26.2|protein-coding	0.667	0.000	1.265
NM_001128214	chr3	58477773	58482823	+	250.0	1	KCTD6|KCASH3|-|3p14.3|protein-coding	1.295	0.316	4.111
NM_001639	chr1	159557566	159562616	+	250.0	1	APCS|HEL-S-92n|PTX2|SAP|-|1q23.2|protein-coding	1.000	0.000	0.000
NM_001009	chr19	58898586	58903636	+	250.0	1	RPS5|S5|-|19q13.43|protein-coding	17.421	21.295	21.084
NM_139250	chrX	153813347	153818397	+	250.0	2	CTAG1A|CT6.1|ESO1|LAGE-2|LAGE2A|NY-ESO-1|-|Xq28|protein-coding	1.000	0.000	0.000
NM_022658	chr12	54402719	54407769	+	250.0	1	HOXC8|HOX3|HOX3A|-|12q13.13|protein-coding	1.099	1.160	20.030
NM_001007559	chr18	23665577	23670627	-	250.0	1	SS18|SSXT|SYT|-|18q11.2|protein-coding	8.188	3.690	6.431
NM_001001966	chr1	247974031	247979081	-	250.0	1	OR14A16|OR5AT1|-|1q44|protein-coding	1.000	0.000	0.000
NM_000818	chr10	26505186	26510236	+	250.0	1	GAD2|GAD65|-|10p12.1|protein-coding	0.923	0.000	0.211
NM_001143667	chr11	10874600	10879650	-	250.0	1	ZBED5|Buster1|-|11p15.4|protein-coding	4.025	4.111	17.711
NM_001330354	chr2	99224961	99230011	+	250.0	1	UNC50|GMH1|HSD23|PDLs22|UNCL|URP|-|2q11.2|protein-coding	4.320	2.003	6.958
NR_148998	chr15	79271181	79276231	+	250.0	1	LOC100129540|-|-|15q25.1|ncRNA	1.000	0.000	0.000
NM_001005241	chr15	22382332	22387382	+	250.0	1	OR4N4|OR15-1|OR15-5|-|15q11.2|protein-coding	1.000	0.000	0.000
NR_026994	chr5	5034422	5039472	+	250.0	1	LINC01020|-|-|5p15.32|ncRNA	1.000	0.000	0.000
NM_001008707	chr14	100259700	100264750	+	250.0	1	EML1|BH|ELP79|EMAP|EMAPL|HuEMAP|-|14q32.2|protein-coding	3.779	0.843	2.425
NR_029628	chr1	220286304	220291354	-	250.0	1	MIR215|MIRN215|miRNA215|mir-215|-|1q41|ncRNA	0.635	0.105	4.639
NM_032119	chr5	89854564	89859614	+	250.0	1	ADGRV1|FEB4|GPR98|MASS1|USH2B|USH2C|VLGR1|VLGR1b|-|5q14.3|protein-coding	6.900	1.687	2.530
NM_020184	chr2	97426589	97431639	+	250.0	1	CNNM4|ACDP4|-|2q11.2|protein-coding	2.737	1.581	9.488
NR_104191	chr6	31904501	31909551	-	250.0	7	C2-AS1|-|-|6p21.33|ncRNA	1.000	0.000	0.000
NR_000008	chr11	62615507	62620557	-	250.0	1	SNORD22|RNU22|U22|-|11q12.3|snoRNA	159.259	341.774	38.689
NR_146154	chrUn_gl000220	113298	118348	+	250.0	1	RNA28SN3|-|-|-|rRNA	0.000	0.000	155312.765
NR_024454	chr7	140391877	140396927	-	250.0	1	NDUFB2-AS1|-|-|7q34|ncRNA	1.014	0.949	17.921
NM_001304472	chr3	184097811	184102861	+	250.0	1	CHRD|-|-|3q27.1|protein-coding	1.950	0.211	0.843
NR_146865	chr12	3477224	3482274	+	250.0	1	LINC02417|-|-|12p13.32|ncRNA	1.000	0.000	0.000
NM_001080478	chr5	191560	196610	+	250.0	1	LRRC14B|-|-|5p15.33|protein-coding	0.706	0.000	1.054
NM_015895	chr6	24775115	24780165	+	250.0	1	GMNN|Gem|MGORS6|-|6p22.3|protein-coding	5.105	5.166	17.394
NM_001127645	chr5	161275512	161280562	+	250.0	1	GABRA1|ECA4|EIEE19|EJM|EJM5|-|5q34|protein-coding	6.600	0.738	0.000
NR_030741	chr5	87957757	87962807	-	250.0	1	MIR9-2|MIRN9-2|hsa-mir-9-2|miRNA9-2|mir-9-2|-|5q14.3|ncRNA	0.585	0.000	1.792
NR_039783	chr6	30858610	30863660	+	250.0	6	MIR4640|-|-|6p21.33|ncRNA	1.000	0.000	0.000
NM_001276262	chr9	116356359	116361409	+	250.0	1	RGS3|C2PA|RGP3|-|9q32|protein-coding	5.920	0.843	0.633
NM_001105533	chr7	120629395	120634445	+	250.0	1	CPED1|C7orf58|-|7q31.31|protein-coding	0.960	0.000	0.105
NR_110412	chrX	36453375	36458425	-	250.0	1	LOC101928627|-|-|Xp21.1|ncRNA	1.000	0.000	0.000
NM_198586	chr6	18117908	18122958	-	250.0	1	NHLRC1|EPM2A|EPM2B|MALIN|bA204B7.2|-|6p22.3|protein-coding	0.923	0.000	0.211
NM_000179	chr2	48010171	48015221	+	250.0	1	MSH6|GTBP|GTMBP|HNPCC5|HSAP|p160|-|2p16.3|protein-coding	6.388	4.533	11.491
NR_135825	chr14	70653775	70658825	+	250.0	1	LOC646548|-|-|14q24.2|pseudo	0.828	0.000	0.527
NM_001041	chr3	164791284	164796334	-	250.0	1	SI|-|-|3q26.1|protein-coding	1.000	0.000	0.000
NM_001320449	chr17	4337185	4342235	+	250.0	1	SPNS3|SLC62A3|-|17p13.2|protein-coding	0.923	0.000	0.211
NM_198532	chr19	2277174	2282224	-	250.0	1	PEAK3|C19orf35|-|19p13.3|protein-coding	0.600	0.000	1.687
NM_001321975	chr2	26563679	26568729	-	250.0	1	ADGRF3|GPR113|PGR23|-|2p23.3|protein-coding	14.945	3.479	2.108
NM_001302265	chr8	6851724	6856774	-	250.0	2	DEFA1B|HNP-1|HP-1|HP1|-|8p23.1|protein-coding	1.000	0.000	0.000
NM_152236	chr22	29702963	29708013	+	250.0	1	GAS2L1|GAR22|-|22q12.2|protein-coding	3.233	0.738	2.636
NM_001352885	chr4	165675233	165680283	+	250.0	1	SMIM31|LINC01207|-|4q32.3|protein-coding	1.000	0.000	0.000
NM_006900	chr9	21363075	21368125	-	250.0	1	IFNA13|-|-|9p21.3|protein-coding	1.000	0.000	0.000
NM_004456	chr7	148576441	148581491	-	250.0	1	EZH2|ENX-1|ENX1|EZH2b|KMT6|KMT6A|WVS|WVS2|-|7q36.1|protein-coding	4.727	3.268	11.280
NR_147606	chr20	24450547	24455597	+	250.0	1	SYNDIG1|C20orf39|DSPC2|IFITMD5|TMEM90B|-|20p11.21|protein-coding	1.728	0.105	0.105
NR_120570	chr11	80468846	80473896	-	250.0	1	LINC02720|-|-|11q14.1|ncRNA	1.000	0.000	0.000
NR_147036	chr9	69193043	69198093	-	250.0	1	LOC440896|-|-|9p11.2|ncRNA	1.000	0.000	0.000
NR_125837	chr6	46459739	46464789	+	250.0	1	LOC101926898|-|-|6p12.3|ncRNA	2.400	0.211	0.211
NM_032178	chr16	68339849	68344899	-	250.0	1	SLC7A6OS|-|-|16q22.1|protein-coding	8.218	2.846	4.428
NM_014248	chr22	41347332	41352382	+	250.0	1	RBX1|BA554C12.1|RNF75|ROC1|-|22q13.2|protein-coding	4.354	5.271	21.295
NR_036245	chr7	101936319	101941369	+	250.0	1	MIR4285|-|-|7q22.1|ncRNA	1.418	0.211	2.108
NR_024525	chr16	66963305	66968355	-	250.0	1	CIAO2B|CGI-128|CIA2B|FAM96B|MIP18|-|16q22.1|protein-coding	6.747	3.795	8.644
NM_175737	chr4	39408500	39413550	+	250.0	1	KLB|BKL|-|4p14|protein-coding	0.960	0.000	0.105
NR_038274	chr15	85113830	85118880	+	250.0	1	LINC00933|-|-|15q25.2|ncRNA	6.057	1.265	1.898
NM_001202469	chr7	56032228	56037278	+	250.0	1	NIPSNAP2|GBAS|-|7p11.2|protein-coding	3.222	1.160	5.166
NM_020962	chr15	65710285	65715335	-	250.0	1	IGDCC4|DDM36|NOPE|-|15q22.31|protein-coding	1.481	0.527	6.009
NM_020236	chr4	78783934	78788984	+	250.0	1	MRPL1|BM022|L1MT|MRP-L1|-|4q21.1|protein-coding	10.900	2.741	2.530
NM_001350520	chr1	144927032	144932082	-	250.0	1	PDE4DIP|CMYA2|MMGL|-|1q21.2|protein-coding	3.429	2.108	10.015
NM_001256497	chr7	99327819	99332869	-	250.0	1	CYP3A7-CYP3A51P|CYP3A7|CYP3A7-3AP1|CYP3A7-CYP3AP1|CYP3A7.1L|CYPIIIA7|-|7q22.1|protein-coding	0.889	0.000	0.316
NR_040001	chr2	177497302	177502352	-	250.0	1	LINC01116|TALNEC2|-|2q31.1|ncRNA	1.543	0.105	0.422
NM_014369	chr2	131113579	131118629	+	250.0	1	PTPN18|BDP1|PTP-HSCF|-|2q21.1|protein-coding	5.731	2.952	7.801
NM_000879	chr5	131874214	131879264	-	250.0	1	IL5|EDF|IL-5|TRF|-|5q31.1|protein-coding	1.000	0.000	0.000
NM_001164416	chrX	103294466	103299516	+	250.0	1	H2BFM|-|-|Xq22.2|protein-coding	1.000	0.000	0.000
NM_001364013	chr1	145209110	145214160	+	250.0	1	NOTCH2NLC|N2N|NOTCH2NL|NOTCH2NLA|-|1q21.2|protein-coding	0.832	0.211	5.376
NR_029905	chrX	76220926	76225976	-	250.0	1	MIR325|MIRN325|hsa-mir-325|-|Xq21.1|ncRNA	1.000	0.000	0.000
NM_024546	chr13	79228290	79233340	-	250.0	1	OBI1|C13orf7|RNF219|-|13q31.1|protein-coding	6.037	4.111	10.964
NM_016322	chr9	123959147	123964197	-	250.0	1	RAB14|FBP|RAB-14|-|9q33.2|protein-coding	6.975	2.319	4.217
NM_002415	chr22	24236520	24241570	+	250.0	1	MIF|GIF|GLIF|MMIF|-|22q11.23|protein-coding	10.338	73.373	133.990
NR_024321	chr1	757902	762952	-	250.0	1	LINC00115|NCRNA00115|-|1p36.33|ncRNA	3.237	0.633	2.003
NM_001330350	chr1	11333205	11338255	+	250.0	1	UBIAD1|SCCD|TERE1|-|1p36.22|protein-coding	2.682	1.370	8.223
NM_153263	chr19	58038643	58043693	+	250.0	1	ZNF549|-|-|19q13.43|protein-coding	1.943	0.316	1.898
NR_145716	chr7	65224989	65230039	+	250.0	2	SNORA15B-1|-|-|7q11.21|snoRNA	0.626	0.105	4.744
NR_148713	chrX	133031420	133036470	+	250.0	1	GPC3-AS1|-|-|Xq26.2|ncRNA	2.080	0.211	0.633
NR_131244	chr22	45996527	46001577	-	250.0	1	LINC01589|TCONS_00029353|-|22q13.31|ncRNA	1.271	0.105	1.054
NM_001144937	chr1	109255480	109260530	+	250.0	1	FNDC7|-|-|1p13.3|protein-coding	1.662	0.105	0.211
NR_034036	chr2	197572736	197577786	-	250.0	1	LOC100130452|-|-|2q33.1|ncRNA	1.309	0.105	0.949
NM_198175	chr17	49230870	49235920	+	250.0	1	NME1|AWD|GAAD|NB|NBS|NDKA|NDPK-A|NDPKA|NM23|NM23-H1|-|17q21.33|protein-coding	6.135	4.955	13.388
NR_039986	chr8	70011425	70016475	-	250.0	1	LINC01592|-|-|8q13.2|ncRNA	1.000	0.000	0.000
NM_024829	chr12	14715817	14720867	-	250.0	1	PLBD1|-|-|12p13.1|protein-coding	0.960	0.000	0.105
NR_038064	chr9	19122604	19127654	-	250.0	1	PLIN2|ADFP|ADRP|-|9p22.1|protein-coding	6.971	1.476	1.898
NM_001033026	chr19	1016122	1021172	-	250.0	1	TMEM259|ASBABP1|C19orf6|MBRL|MEMBRALIN|R32184_3|-|19p13.3|protein-coding	8.407	8.223	16.551
NM_005125	chr11	66360606	66365656	+	250.0	1	CCS|-|-|11q13.2|protein-coding	8.785	2.425	3.057
NM_000100	chr21	45191256	45196306	-	250.0	1	CSTB|CPI-B|CST6|EPM1|EPM1A|PME|STFB|ULD|-|21q22.3|protein-coding	3.723	5.060	24.247
NR_038310	chr17	6917973	6923023	-	250.0	1	MIR497HG|MIR195HG|-|17p13.1|ncRNA	0.578	0.211	8.855
NR_039932	chr2	152219925	152224975	-	250.0	1	MIR4773-2|-|-|2q23.3|ncRNA	1.000	0.000	0.000
NM_001367841	chr1	201159902	201164952	+	250.0	1	IGFN1|EEF1A2BP1|-|1q32.1|protein-coding	1.000	0.000	0.000
NM_001303468	chr7	26892342	26897392	-	250.0	1	SKAP2|PRAP|RA70|SAPS|SCAP2|SKAP-HOM|SKAP55R|-|7p15.2|protein-coding	11.446	2.319	1.581
NM_001037500	chr20	30055816	30060866	-	250.0	1	DEFB124|DEFB-24|-|20q11.21|protein-coding	1.000	0.000	0.000
NM_001202473	chr19	53461164	53466214	-	250.0	1	ZNF816-ZNF321P|ZNF816-ZNF321|-|19q13.41|protein-coding	4.800	0.738	0.949
NM_000196	chr16	67464974	67470024	+	250.0	1	HSD11B2|AME|AME1|HSD11K|HSD2|SDR9C3|-|16q22.1|protein-coding	1.156	0.211	3.163
NR_046390	chr3	174828032	174833082	-	250.0	1	NAALADL2-AS3|-|-|3q26.31|ncRNA	1.000	0.000	0.000
NM_001330	chr16	30907878	30912928	+	250.0	1	CTF1|CT-1|CT1|-|16p11.2|protein-coding	3.164	0.633	2.108
NR_163594	chr7	149473081	149478131	+	250.0	1	SSPO|-|-|7q36.1|pseudo	1.600	0.211	1.581
NM_139245	chr3	160473969	160479019	+	250.0	1	PPM1L|PP2C-epsilon|PP2CE|PPM1-LIKE|-|3q25.33-q26.1|protein-coding	3.618	1.160	4.322
NR_033917	chr20	4173687	4178737	+	250.0	1	LINC01433|-|-|20p13|ncRNA	0.857	0.000	0.422
NM_016307	chr9	132427876	132432926	+	250.0	1	PRRX2|PMX2|PRX2|-|9q34.11|protein-coding	0.545	0.000	2.108
NM_173648	chr2	179909864	179914914	-	250.0	1	CCDC141|CAMDI|-|2q31.2|protein-coding	0.923	0.000	0.211
NM_001354638	chr8	8860357	8865407	+	250.0	1	ERI1|3'HEXO|HEXO|THEX1|-|8p23.1|protein-coding	5.088	1.265	2.741
NR_040038	chr2	231560244	231565294	-	250.0	1	LINC01907|-|-|2q37.1|ncRNA	0.923	0.000	0.211
NR_000010	chr17	27049550	27054600	+	250.0	1	SNORD4A|RNU101A|Z17A|mgh18S-121|-|17q11.2|snoRNA	13.377	47.756	66.204
NM_001130991	chr11	118922916	118927966	-	250.0	1	HYOU1|GRP-170|Grp170|HSP12A|IMD59|ORP-150|ORP150|-|11q23.3|protein-coding	2.972	4.111	24.879
NR_031643	chr2	213286084	213291134	-	250.0	1	MIR548F2|MIR548F-2|MIRN548F2|hsa-mir-548f-2|-|2q34|ncRNA	1.309	0.105	0.949
NR_106788	chr1	12634051	12639101	-	250.0	2	MIR6730|hsa-mir-6730|-|1p36.21|ncRNA	1.543	0.105	0.422
NM_007193	chr4	169013638	169018688	+	250.0	1	ANXA10|ANX14|-|4q32.3|protein-coding	1.000	0.000	0.000
NM_013435	chr18	56935686	56940736	-	250.0	1	RAX|MCOP3|RX|-|18q21.32|protein-coding	1.000	0.000	0.000
NR_125935	chr4	31172716	31177766	+	250.0	1	LINC02497|-|-|4p15.1|ncRNA	1.000	0.000	0.000
